                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.713,                 2.1192,                 1.0157,                0.79467,                0.83244,                0.85738,                0.44529,                 1.2568,                 2.1809,                0.84964,             0.00066606,             0.00066606,             0.00066606
